movie_name,release_date
野馬分鬃,2022/10/14
童話·世界,2022/10/13
電影版 後空翻少年!!,2022/10/12
信用詐欺師JP：英雄篇,2022/10/10
政客誠實中2,2022/10/07
替屍鬼2：詛咒再臨,2022/10/07
失衡凶間,2022/10/07
瘋狂富作用,2022/10/07
幸福入場券,2022/10/07
阿姆斯特丹,2022/10/07
沼澤謀殺案,2022/10/07
贖罪風暴,2022/10/07
麵包超人電影版：多洛林與妖怪嘉年華,2022/10/07
齊瓦哥醫生,2022/10/05
河畔小日子,2022/10/03
樂透大作戰,2022/09/30
行動代號：狼狩獵,2022/09/30
心裏美,2022/09/30
微笑,2022/09/30
刀鋒劍客(英語版),2022/09/30
正發生,2022/09/30
小獅子王,2022/09/30
聽見心嘻望,2022/09/23
危雞總動員,2022/09/23
妖街皇后,2022/09/23
迷霧中的孩子,2022/09/23
飯戲攻心,2022/09/23
美少年之戀,2022/09/23
玫瑰的故事,2022/09/23
流金歲月,2022/09/23
海上花,2022/09/23
性愛成癮的男人,2022/09/23
丹尼爾約翰斯頓：魔鬼詩篇,2022/09/23
鞋貓劍客 2,2022/09/23
阿凡達 (A版),2022/09/23
毛骨悚然：惡魔重生,2022/09/23
心碎效應,2022/09/23
死噬,2022/09/23
拆彈倒數30分鐘,2022/09/23
消失的達文西,2022/09/23
怪胎英雄：奇克探險記,2022/09/23
破案天才伽利略：沉默的遊行,2022/09/23
特『刀劍亂舞-花丸-』～華之卷～(第一周),2022/09/23
我想被高中女生殺死,2022/09/23
繼園臺七號,2022/09/21
Ｎ号棟鬧鬼,2022/09/21
捍衛戰士,2022/09/18
花樣年華 4K數位修復版,2022/09/16
墜,2022/09/16
別擔心親愛的,2022/09/16
看你往哪跑,2022/09/16
她和她的小主廚們,2022/09/16
電影版 搖曳露營△,2022/09/16
極道主夫 電影版,2022/09/16
萌男友是柑橘色,2022/09/16
科學少女,2022/09/16
兜兜風,2022/09/16
關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,2022/09/16
新‧超人力霸王,2022/09/13
機密同盟2,2022/09/08
語意錯誤電影版,2022/09/08
請為我在羅馬多留一天,2022/09/08
一路瞳行,2022/09/08
拉辛正傳,2022/09/08
大開眼戒,2022/09/08
終極交戰,2022/09/08
神隱少女(日文版),2022/09/08
七五計劃,2022/09/08
藏匿處,2022/09/08
劇場版 超時空要塞F~虛空歌姬~,2022/09/07
七龍珠超：超級英雄(日文版),2022/09/03
界限,2022/09/02
超級蜥蜴王,2022/09/02
愛重奏,2022/09/02
媽的星寵兒,2022/09/02
士兵與軍官,2022/09/02
三千年的渴望,2022/09/02
世紀婚魘,2022/09/02
蜘蛛人：無家日 戲院加長版,2022/09/02
米其林母子檔,2022/09/02
擅長捉弄人的高木同學劇場版,2022/09/02
末日救世主,2022/09/02
他還年輕,2022/09/02
機遇之歌：數位修復版,2022/08/28
獵首密令,2022/08/26
米婭的精靈王國,2022/08/26
格列佛遊記：重返小人國,2022/08/26
孤兒怨2：最黑暗的過去,2022/08/26
金甲部隊,2022/08/26
探戈行不行,2022/08/26
大獲拳勝,2022/08/26
蝙狐俠：英雄覺醒,2022/08/26
夜色中的她,2022/08/26
劇場版 五等分的新娘,2022/08/26
北齋：浮世繪傳奇,2022/08/26
特『刀劍亂舞-花丸-』～月之卷～,2022/08/26
美國女孩的日本日記,2022/08/26
孫行者傳,2022/08/25
初戀慢半拍,2022/08/24
韓山島海戰,2022/08/19
泳漾水男孩,2022/08/19
神探大戰,2022/08/19
獸,2022/08/19
天黑請斃命,2022/08/19
電影版 奇巧計程車：撲朔謎林,2022/08/19
如月車站,2022/08/19
航海王劇場版 : 紅髮歌姬,2022/08/19
xxxHOLiC 次元魔女,2022/08/19
航海王劇場版 : 紅髮歌姬,2022/08/13
緊急迫降,2022/08/12
黑貓白貓：4K數位修復版,2022/08/12
我們的英搖時光,2022/08/12
不!,2022/08/12
春日小戀曲,2022/08/12
降臨節日曆,2022/08/12
一萬個叢林夜,2022/08/12
沉默呼聲,2022/08/12
哈勇家,2022/08/12
DC超級寵物軍團(英文版),2022/08/09
非戀人絮語,2022/08/05
偷香 數位修復版,2022/08/05
喀布爾之燕,2022/08/05
未來犯罪,2022/08/05
我永遠永遠永遠愛你,2022/08/05
蠟筆小新：幽靈忍者珍風傳,2022/08/04
子彈列車,2022/08/03
永別了，柏林,2022/07/29
法蘭克札帕：從前衛到當代,2022/07/29
鬼臥床,2022/07/29
殺戮基地,2022/07/29
席琳狄翁外傳：愛的力量,2022/07/29
就在今夜,2022/07/29
特『刀劍亂舞-花丸-』～雪之卷～,2022/07/29
民雄鬼屋,2022/07/29
外星+人,2022/07/27
舞徑,2022/07/27
再見了，橡果兄弟！－奇蹟的暑假－,2022/07/25
烈火少女（英文版）,2022/07/23
非常殺手,2022/07/22
洞,2022/07/22
浪浪回家路,2022/07/22
鬼單眼,2022/07/22
闔家辣,2022/07/22
七人樂隊,2022/07/22
喜悅：達賴喇嘛遇見屠圖主教,2022/07/22
當女孩戀愛時,2022/07/22
角落小夥伴電影版：藍色月夜的魔法之子(日語版),2022/07/22
偷情連載中,2022/07/22
只是現在不走運而已,2022/07/22
于堇：蘭心大劇院,2022/07/22
李茂扮太子,2022/07/22
北將七,2022/07/16
分手的決心,2022/07/15
邪門,2022/07/15
野蠻人入侵,2022/07/15
喜歡妳是妳,2022/07/15
朵貝的愛情繪本,2022/07/15
失業風暴,2022/07/15
電影哆啦A夢：大雄的宇宙小戰爭 2021(日語版),2022/07/15
婚顧女王,2022/07/15
在我和天空之間,2022/07/15
首爾怪談,2022/07/08
達賴的一生,2022/07/08
驅神,2022/07/08
偉大的印度廚房,2022/07/08
娜娜：逝水年華,2022/07/08
螢火蟲之墓,2022/07/08
太陽與波麗露,2022/07/08
熊貓家族+熊貓家族 - 雨中的馬戲團,2022/07/08
兒時的點點滴滴(日文版),2022/07/08
平成狸合戰 (日文版),2022/07/08
隔壁的山田君 (日文版),2022/07/08
神隱少年狼,2022/07/08
KULO,2022/07/08
雷神索爾：愛與雷霆,2022/07/06
雷神索爾：愛與雷霆,2022/07/06
魔女二部曲：另一個她,2022/07/01
衝鋒戰士劇場版：翁法洛斯島的秘密,2022/07/01
戰地夜曲,2022/07/01
小小兵2:格魯的崛起,2022/07/01
闇黑電話,2022/07/01
美國舞孃,2022/07/01
一路上有妳,2022/07/01
親愛的母親,2022/07/01
名偵探柯南 萬聖節的新娘,2022/06/30
家家,2022/06/30
嬰兒轉運站,2022/06/24
不看鐵達尼號的男人,2022/06/24
拜金女王的性愛派對,2022/06/24
越界分身,2022/06/24
忌妒的藍圖,2022/06/24
怪獸死了怎麼辦,2022/06/24
龍馬！新生網球王子劇場版（決勝版）,2022/06/24
龍馬！新生網球王子劇場版（榮耀版）,2022/06/24
貓王艾維斯,2022/06/23
隔離巢,2022/06/17
巴斯光年(英文版),2022/06/17
午後彌撒,2022/06/17
蘿莉塔,2022/06/17
一屍到底：法屍浪漫,2022/06/17
尋人啟弒,2022/06/17
台灣男子葉石濤,2022/06/17
利奥波德城（英國國家劇院現場）,2022/06/14
如果30歲還是處男，似乎就能成為魔法師【後篇】,2022/06/12
伊恩•麥克連 80歲個人秀巡迴演出（英國國家劇院現場）,2022/06/11
如果30歲還是處男，似乎就能成為魔法師【前篇】,2022/06/11
黎巴嫩的天空,2022/06/10
熟女解放中,2022/06/10
羅密歐與茱麗葉（英國國家劇院現場）,2022/06/10
餘命10年,2022/06/10
露草,2022/06/10
我的夏日大戀習,2022/06/10
侏羅紀世界: 統霸天下,2022/06/08
進擊的地才,2022/06/03
尤里西斯生命之旅,2022/06/03
霧中風景,2022/06/03
PINA,2022/06/02
自然就樹美,2022/06/02
愛在書店相遇時,2022/06/02
們,2022/06/02
終極夜路,2022/06/02
永遠的一天,2022/06/02
失速母親,2022/06/02
懾影屍,2022/06/02
噪音,2022/06/02
劇場版「黃金拼圖Thank you！！」,2022/06/02
鸛鳥踟躕,2022/06/01
蓋爾芒特家情事,2022/06/01
養蜂人,2022/05/30
塞瑟島之旅,2022/05/29
三六年的歲月,2022/05/29
流浪藝人,2022/05/29
追憶似水年華 數位修復版,2022/05/28
往事追憶錄,2022/05/28
希臘二部曲：時光灰燼,2022/05/28
獵人,2022/05/28
好好說再見,2022/05/27
來自巴黎的情書,2022/05/27
藍色是最溫暖的顏色,2022/05/27
電影版 99.9 不可能的翻案,2022/05/27
教練,2022/05/27
費爾的旅程,2022/05/27
還孩子做自己,2022/05/27
捍衛戰士: 獨行俠,2022/05/23
犯罪都市2,2022/05/20
淒厲人僧：卡到陰,2022/05/20
公共圖書館員,2022/05/20
最後的生存者,2022/05/20
逃出封鎖線,2022/05/20
月影歸途,2022/05/20
鬼雙胞,2022/05/20
孵魔,2022/05/20
安妮詩快跑,2022/05/20
櫻桃的滋味 數位修復版,2022/05/20
風帶著我來 數位修復版,2022/05/20
牛首村,2022/05/20
第一人夫,2022/05/20
再會啦  白宮,2022/05/20
給阿媽的一封信,2022/05/20
愛在暹邏：數位經典版,2022/05/18
深海獵奇,2022/05/14
馬達加斯加：狐猴之島,2022/05/14
最後的冰川,2022/05/14
哈勃望遠鏡,2022/05/14
回歸野性,2022/05/14
勸世三姊妹：大銀幕特別版,2022/05/14
空氣殺人,2022/05/13
死亡預報,2022/05/13
詭棋,2022/05/13
阿哈：帶我走,2022/05/13
猛鬼大學：第2學期,2022/05/13
鯊顫,2022/05/13
親愛的童伴,2022/05/13
我不是英雄,2022/05/13
輪到你了 劇場版,2022/05/13
鹿王,2022/05/13
漁港的肉子,2022/05/13
格瑞特真相,2022/05/13
邊緣行者,2022/05/06
你好，李煥英,2022/05/06
奇異博士2：失控多重宇宙,2022/05/04
超跑斯特拉,2022/04/29
春川神秘中邪事件,2022/04/29
真愛超能力,2022/04/29
記憶殺神,2022/04/29
死間行動,2022/04/29
藥命回憶,2022/04/29
燃燒的劍,2022/04/29
決戰星期天,2022/04/29
鳶,2022/04/29
告白,2022/04/29
售命,2022/04/29
禁止下錨+海中網+妹妹+庭中有奇樹,2022/04/23
獨自寂寞+少年阿堯+午後+看海,2022/04/23
阿爸休假中,2022/04/22
越驚,2022/04/22
重慶森林 4K數位修復版,2022/04/22
媽的多重宇宙,2022/04/22
超吉任務,2022/04/22
核爆車諾比,2022/04/22
橄欖樹下的情人,2022/04/22
急急復雞雞,2022/04/22
魔神英雄傳 七魂的龍神丸 -再會-,2022/04/22
海岬的迷途之家,2022/04/22
臥底型警FINAL,2022/04/22
奪冠,2022/04/22
SEVENTEEN POWER OF LOVE : THE MOVIE,2022/04/20
國士無雙,2022/04/16
在你面前,2022/04/15
祖怨,2022/04/15
瑪莉娜的512小時,2022/04/15
友你才精彩,2022/04/15
尋子風暴,2022/04/15
屠女養成記,2022/04/15
破膽三次,2022/04/15
築愛巴黎,2022/04/15
天堂電影院,2022/04/15
何處是我朋友的家？,2022/04/15
生生長流,2022/04/15
聖地X,2022/04/15
對某飛行員的追憶,2022/04/15
有時 Mama，有時 Mimi,2022/04/15
怪獸與鄧不利多的秘密,2022/04/14
少年,2022/04/08
失落謎城,2022/04/08
玩命獵殺,2022/04/08
終極包圍戰,2022/04/08
投機者樂團：愛的鼓勵,2022/04/08
電影版 如果30歲還是處男，似乎就能成為魔法師,2022/04/08
假面騎士劇場版　對決！超越新世代,2022/04/08
愛國女子─紅武士道,2022/04/08
那些得不到保護的人,2022/04/08
妖獸都市1987 劇場版,2022/04/08
指考風暴,2022/04/01
餐廳失控夜,2022/04/01
魔比斯,2022/04/01
音速小子 2,2022/04/01
詭謎藏,2022/04/01
雙子謀殺案：白城之寂,2022/04/01
頭七,2022/04/01
為人民服務,2022/03/25
愛你讓我自由,2022/03/25
劫命救護,2022/03/25
救命緝約,2022/03/25
盜夢睡務員,2022/03/25
藝術恐怖份子 班克斯,2022/03/25
圓滾滾藝術家-費爾南多·波特羅,2022/03/25
電影版 DEEMO 櫻色旋律 —你所彈奏的琴音 至今仍在迴響—,2022/03/25
相撲道,2022/03/25
野夏天,2022/03/25
如果有一天我將會離開你,2022/03/25
西部來的人,2022/03/20
寶島大夢,2022/03/20
破輪胎,2022/03/20
夢境診斷與恐怖體驗,2022/03/19
漂浪人生,2022/03/19
奇怪的數學家,2022/03/18
遊走塵市間,2022/03/18
極限逃殺,2022/03/18
壞蛋聯盟,2022/03/18
終極堡壘,2022/03/18
獵殺戰場,2022/03/18
劫獄救援,2022/03/18
全面掃蕩,2022/03/18
今敏：造夢魔術師,2022/03/18
丟包大作戰,2022/03/18
魔法水果籃 -前奏曲-,2022/03/18
咒,2022/03/18
少年吔,2022/03/18
願未央,2022/03/18
浮生,2022/03/13
遇上1967的女神,2022/03/12
茲山魚譜,2022/03/11
再見列寧！,2022/03/11
凝弒,2022/03/11
絕命通話,2022/03/11
貝爾法斯特,2022/03/11
絕命第19排,2022/03/11
接棒家族,2022/03/11
Fate/stay night - 無限劍製,2022/03/11
青春換日線,2022/03/11
送報伕/不屈的魂靈—楊逵,2022/03/11
台灣新文學之父—賴和/安安靜靜林雙不,2022/03/11
秋月,2022/03/06
愛在他鄉的季節,2022/03/05
晚春,2022/03/05
花果飄零,2022/03/04
生命理賠師,2022/03/04
通靈女校,2022/03/04
巴黎夢想家,2022/03/04
平行母親,2022/03/04
蝙蝠俠,2022/03/03
該死的阿修羅,2022/03/02
瑪雅蜜蜂大冒險：守護小金蛋,2022/02/25
我是你的完美男友,2022/02/25
時代革命,2022/02/25
黑光行動,2022/02/25
情聖西哈諾,2022/02/25
密室譯戰,2022/02/25
瘋狂競賽片,2022/02/25
櫻櫻大日本,2022/02/25
劇場版 咒術迴戰 0,2022/02/24
PHANTOM: THE MUSICAL FILM,2022/02/18
鬼電梯,2022/02/18
逍遙上路,2022/02/18
完美的敵人,2022/02/18
反恐行動：獨立日,2022/02/18
黑盒線索,2022/02/18
執愛不悔,2022/02/18
電影版 昨日的美食,2022/02/18
垃圾頭,2022/02/18
愛別離苦,2022/02/18
秘境探險,2022/02/17
型男斷捨離,2022/02/11
尼羅河謀殺案,2022/02/11
娶我吧!,2022/02/11
王牌冤家,2022/02/11
黑特冤家,2022/02/11
地球重生,2022/02/11
BJ單身日記,2022/02/11
艾菲爾情緣,2022/02/11
幸福知音,2022/02/11
讓我聽見愛的歌聲,2022/02/11
波西米亞人（英國皇家歌劇院）,2022/02/10
馬克白（英國皇家歌劇院）,2022/02/10
曼儂‧雷斯科（英國皇家歌劇院）,2022/02/10
勇鼠闖天堂,2022/02/04
終極攻佔,2022/02/04
最後一件晚禮服的秘密,2022/02/04
瀕臨崩潰邊緣的女人 經典數位修復,2022/02/04
慾望法則 經典數位修復,2022/02/04
我造了什麼孽 經典數位修復,2022/02/04
修女夜難熬 經典數位修復,2022/02/04
詛咒,2022/02/04
月球隕落,2022/02/03
嗨！神獸,2022/02/01
極速快遞,2022/01/28
亡命陷阱,2022/01/28
歡樂好聲音 2,2022/01/28
夜路,2022/01/28
花與愛麗絲：數位修復版,2022/01/28
夏日幽靈,2022/01/28
我吃了那男孩一整年的早餐,2022/01/28
素還真,2022/01/28
無人之境,2022/01/21
遮蔽的天空,2022/01/21
西城故事,2022/01/21
我的神秘狼朋友,2022/01/21
情慾告白,2022/01/21
他奶奶的變裝皇后,2022/01/21
《屁屁偵探: 舒芙蕾島的秘密》,2022/01/21
劇場版FREE! 男子游泳部–the Final Stroke–後篇,2022/01/21
劇場版FREE! 男子游泳部–the Final Stroke–前篇,2022/01/21
月影,2022/01/21
說不出口的愛,2022/01/21
妖果小學─水果奶奶的大秘密,2022/01/21
355：諜影特攻,2022/01/19
再說一次我願意,2022/01/19
無間對決,2022/01/14
慕夏狂潮：從崛起到永恆,2022/01/14
忍者寶寶,2022/01/14
出租女友,2022/01/14
驚聲尖叫,2022/01/14
終極狩獵團,2022/01/14
致命最前線,2022/01/14
豪門媳婦日記,2022/01/14
修行,2022/01/14
第一爐香,2022/01/14
亞馬遜守護者：安珀傳奇(英語版),2022/01/13
鄰危不亂,2022/01/07
人性遊戲,2022/01/07
毫無意義,2022/01/07
兩情世界,2022/01/07
打擊驚魂,2022/01/07
小心女人,2022/01/07
GUCCI：豪門謀殺案,2022/01/07
看不見的殺機,2022/01/07
危城行動,2022/01/07
不可侵犯：溫斯坦性醜聞,2022/01/07
鬼保母,2022/01/07
天堂計劃,2022/01/07
名偵探柯南：大怪獸哥梅拉VS假面超人,2022/01/07
鳩的擊退法,2022/01/07
沒有人該成為孤島,2022/01/07
世界上最爛的人,2022/01/01
魔鬼剋星：未來世,2021/12/31
緣來大飯店,2021/12/30
騎趣環世界,2021/12/30
金牌特務：金士曼起源,2021/12/30
阿達一族 2,2021/12/30
麥特與麥斯,2021/12/30
劇場版信號：長期未解決事件搜查班,2021/12/30
非甜蜜生活,2021/12/28
記憶,2021/12/25
柏格曼的島,2021/12/25
郊區的鳥,2021/12/25
引言,2021/12/24
2gether電影版：只因我們天生一對,2021/12/24
殲獄行動,2021/12/24
鈦,2021/12/24
在車上,2021/12/24
四季拉麵物語,2021/12/24
噩兆,2021/12/24
一杯熱奶茶的等待,2021/12/24
不想一個人,2021/12/24
我記得,2021/12/24
駭客任務：復活,2021/12/22
高山上的熱氣球,2021/12/22
黎明之前 數位修復版/與山 數位修復版/風中的小米田 數位修復版,2021/12/18
作家我就爛,2021/12/17
猛男俱樂部,2021/12/17
愛上費加洛,2021/12/17
獵殺414區,2021/12/17
夢想裁縫師,2021/12/17
電影 K-ON！輕音部,2021/12/17
電影版 狂賭之淵2：絕體絕命俄羅斯輪盤,2021/12/17
由宇子的天秤,2021/12/17
在回家之後重新開始,2021/12/17
尋找神話之鳥,2021/12/17
蜘蛛人：無家日,2021/12/15
夏日之戀,2021/12/12
輕鬆搖擺/魚路/沒有網路的一天,2021/12/11
死亡教室：母校,2021/12/10
北海浩劫,2021/12/10
法蘭西特派週報,2021/12/10
大紅狗克里弗,2021/12/10
ANNETTE：星夢戀歌,2021/12/10
終極生存戰,2021/12/10
我從來不是幽默的女生,2021/12/10
天菜特警,2021/12/10
寶可夢：皮卡丘與可可的冒險 (日文版),2021/12/10
魔仿犯,2021/12/10
461個便當,2021/12/10
有你相伴的旅程,2021/12/10
藍宇,2021/12/10
攀登者,2021/12/10
MONSTA X : THE DREAMING,2021/12/09
GIVEN~被贈與的未來 劇場版：反面的存在,2021/12/09
童心馬戲團,2021/12/08
老小孩小大人/龍阿蠻/龍阿蠻的飛行醫生三人組/動物哇哈哈-小螞蟻很愛鬧/小小人大世界-聖誕寶貝,2021/12/05
降河洄游/獸徑/貓與蒼蠅,2021/12/04
獵魂者,2021/12/03
配對遊戲,2021/12/03
異星隕落,2021/12/03
殺出個黃昏,2021/12/03
最後一個平安夜,2021/12/03
今晚來點史密斯,2021/12/03
哈利波特：神秘的魔法石,2021/12/03
全新4K修復 小教父 完整導演版,2021/12/03
天才貓奴畫家,2021/12/03
仰望星空的少年,2021/12/03
迷情蘇珊娜,2021/12/03
潛艦危機倒數,2021/12/03
魔法少女☆伊莉雅：Licht 無名的少女,2021/12/03
青春特調蜂蜜檸檬蘇打,2021/12/03
活了100天的鱷魚(日語版),2021/12/03
翻閱歎異抄,2021/12/03
《爆裂戰警》,2021/12/03
美國女孩,2021/12/03
詭祭,2021/12/03
生而為人,2021/12/03
美麗的誘惑-現代的「畫皮」-,2021/11/27
激鬥：首部曲,2021/11/26
惡靈古堡首部曲：拉昆市,2021/11/26
魔法滿屋,2021/11/26
殺無赦,2021/11/26
鬼域囚徒,2021/11/26
破碎的琴鍵,2021/11/26
Fate/Grand Order -終局特異點 冠位時間神殿所羅門-,2021/11/26
偶然與想像,2021/11/26
電影之神,2021/11/26
沒說出口的殺人告白,2021/11/26
魔法阿媽 4K數位修復版,2021/11/26
阿查依蘭的呼喚,2021/11/26
月老,2021/11/24
我讓最想被擁抱的男人給威脅了 劇場版～西班牙篇～,2021/11/23
喋血江陵,2021/11/19
鬼村：殺人魔之女,2021/11/19
我們的限時約定,2021/11/19
濁水漂流,2021/11/19
撕裂異弒界,2021/11/19
浪浪伊斯坦堡,2021/11/19
《少女與戰車 最終章》 第3話,2021/11/19
超慄方殺陣,2021/11/19
電影版 輝夜姬想讓人告白～天才們的戀愛頭腦戰～ FINAL,2021/11/19
人為什麼活著：蓮如上人與吉崎大火,2021/11/19
青春弒戀,2021/11/19
金錢男孩MONEYBOYS,2021/11/19
真相地圖,2021/11/19
王者理查,2021/11/18
講話沒有在聽,2021/11/17
小小人大世界-泡泡糖之旅/跟我做朋友好嗎/小海螺和大鯨魚/動物哇哈哈-蒼蠅會指揮/奧德賽漂流記,2021/11/14
達賴喇嘛:大腦故事,2021/11/12
梅艷芳,2021/11/12
迷離夜蘇活,2021/11/12
鹿魔,2021/11/12
錢鬥遊戲,2021/11/12
刀劍神域劇場版 –Progressive- 無星夜的詠嘆調,2021/11/12
安雅與魔女,2021/11/12
蒸氣男孩,2021/11/12
東京貴族女子,2021/11/12
粉紅雲,2021/11/12
極道公主,2021/11/12
詭扯,2021/11/12
諸葛四郎─英雄的英雄,2021/11/12
文林銀行,2021/11/12
宜花東鹿記,2021/11/11
史賓賽,2021/11/05
寄身殺手,2021/11/05
總編的復仇,2021/11/05
地球迷航,2021/11/05
在他的獎牌中迷惘,2021/11/05
永恆族,2021/11/03
嵐 5x20演唱會電影～回憶全記錄～,2021/11/03
金派特務,2021/10/29
天兵阿榮,2021/10/29
偷天俠盜團,2021/10/29
天崩颶裂,2021/10/29
豬殺令,2021/10/29
聖慾,2021/10/29
我的英雄學院劇場版：世界英雄任務,2021/10/29
瀑布,2021/10/29
廢棄之城,2021/10/29
老鷹之手,2021/10/29
地下鐵的莎姬,2021/10/28
假面飯店2：假面之夜,2021/10/28
14天創作挑戰 （芭蕾男孩舞團）,2021/10/24
巴黎屬於我們,2021/10/23
狹路相逢,2021/10/23
我的意外男伴,2021/10/22
鬼計,2021/10/22
怒火,2021/10/22
月光光新慌慌：萬聖殺,2021/10/22
血客聯盟,2021/10/22
爽賺姐妹,2021/10/22
藏愛的畫像,2021/10/22
里奧追蹤,2021/10/22
毀滅。她說,2021/10/22
我是黑人,2021/10/22
羊懼,2021/10/22
蜜月夜不眠,2021/10/22
驢子當家(國語版),2021/10/22
回眸,2021/10/22
人生（芭蕾男孩舞團）,2021/10/19
白色情人節：鬼迷宮,2021/10/15
最後的決鬥,2021/10/15
克里斯汀貝爾之黑暗時刻,2021/10/15
311：東京大震盪,2021/10/15
戚風男孩,2021/10/15
FINAL FANTASY XIV 光之老爸 劇場版,2021/10/15
徘徊年代,2021/10/15
猛毒2：血蜘蛛,2021/10/13
他們／我們 （芭蕾男孩舞團）,2021/10/12
跑道終點,2021/10/11
三鳳震武林(數位修復版),2021/10/10
控制,2021/10/09
心靈遊戲,2021/10/09
天字第一號 (數位修復版),2021/10/09
風流的胡老爺,2021/10/09
倒楣性愛和瘋狂A片,2021/10/08
攔截聲命線,2021/10/08
寶貝老闆：家大業大,2021/10/08
殺手保鑣2,2021/10/08
四個好日子,2021/10/08
大眾情人之死,2021/10/08
龍與雀斑公主,2021/10/08
麵包超人電影版：軟綿綿與雲之國,2021/10/08
鱷魚,2021/10/08
17歲的天空 4K數位修復版,2021/10/02
奇蹟：給總統的一封信,2021/10/01
霹靂油俠,2021/10/01
逃出奧斯威辛,2021/10/01
鬼同你住,2021/10/01
跨越大西洋的戀人,2021/10/01
大象與蝴蝶,2021/10/01
殺手寓言：殺手不殺人,2021/10/01
手塚治虫之大都會 問世20年台灣首度大銀幕上映,2021/10/01
機動戰士鋼彈劇場版,2021/10/01
狼的孩子雨和雪,2021/10/01
不容易的爸爸,2021/10/01
007 生死交戰,2021/09/29
革命青春,2021/09/25
逃出摩加迪休,2021/09/24
惡靈陷阱,2021/09/24
金錢帝國：追虎擒龍,2021/09/24
鬼把戲,2021/09/24
疾凍救援,2021/09/24
高玩殺手,2021/09/24
異類崛起,2021/09/24
彩虹小馬：活力新生代(英語版),2021/09/24
蠟筆小新：謎案！天下春日部學院的怪奇事件,2021/09/24
Fate/Grand Order-神聖圓桌領域卡美洛-Paladin; Agateram-,2021/09/24
幽靈戀上我,2021/09/24
咖啡莊園的亡靈,2021/09/24
醬狗,2021/09/24
綁架影帝黃晸珉,2021/09/17
腦海中的橡皮擦,2021/09/17
為你找個家,2021/09/17
算牌手,2021/09/17
汪汪隊立大功電影版,2021/09/17
密弒遊戲2：勝者危亡,2021/09/17
吸血鬼獵人D,2021/09/17
當世界不再下雪,2021/09/17
抓狂演訓班,2021/09/17
親情解鎖,2021/09/17
影子背後,2021/09/17
沙丘,2021/09/16
老闆衝殺小,2021/09/10
女人街，再見了,2021/09/10
糖果人,2021/09/10
刺客密令,2021/09/10
綠騎士,2021/09/10
心悸效應,2021/09/10
舞慾情狂,2021/09/10
花神咖啡館,2021/09/10
東京復仇者,2021/09/10
超越無限2分鐘,2021/09/10
老師！你會不會談戀愛,2021/09/10
愛戀依存症,2021/09/10
波濤最深處,2021/09/10
緣起不滅,2021/09/03
蝸牛之家,2021/09/03
天坑,2021/09/02
尚氣與十環傳奇,2021/09/02
疾厄,2021/09/02
回憶三部曲,2021/09/02
魔鬼琴聲帕格尼尼,2021/08/27
雪國奇遇記,2021/08/27
BanG Dream! Episode of RoseliaⅠ約定,2021/08/27
強運燒肉饌,2021/08/27
變調的灰姑娘,2021/08/27
夫妻倫理學,2021/08/27
邪佞,2021/08/27
薩滿,2021/08/25
噤界II,2021/08/25
詐製片家,2021/08/25
咒術屍戰,2021/08/20
凝視瑪莉娜2,2021/08/20
暫時停止呼吸2,2021/08/20
摯愛之路,2021/08/20
哭泣的憂羅娜,2021/08/20
三島由紀夫vs東大全共鬪,2021/08/20
銀河騎士傳 織愛之星,2021/08/20
人妻家庭教師,2021/08/20
期末考,2021/08/20
追憶人,2021/08/19
線：愛在相逢時,2021/08/14
被偷走的童年,2021/08/13
感動她77次,2021/08/13
未來之書,2021/08/13
第六感追緝令 4K修復版,2021/08/13
BanG Dream! Episode of Roselia Ⅱ  Song I am,2021/08/13
魔法少女小圓劇場版 [新篇] 叛逆的物語,2021/08/13
水星領航員ARIA The CREPUSCOLO,2021/08/13
迷慾天使,2021/08/13
脫稿玩家,2021/08/12
玩命關頭9,2021/08/11
劇場編輯版 隱瞞之事 秘密之事是什麼？,2021/08/07
妻子的101次結婚,2021/08/06
路卡的夏天,2021/08/06
甲子園：夢想競技場,2021/08/06
青春：第50屆日本全國高中棒球錦標賽,2021/08/06
合法伴侶,2021/08/06
自殺突擊隊：集結,2021/08/05
驅魔禁區,2021/08/05
BLACKPINK THE MOVIE,2021/08/04
怪奇大廈,2021/07/30
叢林奇航,2021/07/30
詭老,2021/07/30
理髮師的男人 經典數位修復,2021/07/30
小王子公主心,2021/07/30
淘寶少年,2021/07/30
罪之聲,2021/07/30
太陽出來之後,2021/07/30
破碎的瞬間,2021/07/30
除暴,2021/07/30
瀧澤歌舞伎 ZERO 2020 THE MOVIE,2021/07/27
密室中的少女,2021/07/23
極速引爆,2021/07/22
手捲煙,2021/07/22
厲陰宅3：是惡魔逼我的,2021/07/22
宇宙特攻隊,2021/07/22
群青戰記,2021/07/22
人聲,2021/07/17
無名世界的片尾曲,2021/07/17
愛情遺跡,2021/07/16
貝加爾湖隱居札記：在這喧囂的世界，一個人到西伯利亞森林住半年,2021/07/16
花束般的戀愛,2021/07/16
紅色房間之惡女七星級,2021/07/16
怪物奇兵 全新世代 (英文版),2021/07/15
韓國校園恐怖怪談：點名沒到的學生,2021/07/14
黑寡婦,2021/07/14
失控的審判,2021/07/14
哈樂黛的愛與死,2021/07/14
烘焙家之味,2021/07/14
野蠻糾碴隊,2021/07/14
