序號,國別,片名,上映日,出品,院數,總日數,總金額,總票數,首週票房,週末總票房
1129,香港,風再起時,2023/02/21,大地時代文化傳播（北京）有限公司、美亞電影製作有限公司、大地電影發行（香港）有限公司、美亞長城傳媒（北京）有限公司、博納影業集團股份有限公司、北京拉近影業有限公司、高寶集團影視有限公司、天津貓眼微影文化傳媒有限公司、大地時代文化傳播（天津）有限公司、美亞娛樂發展股份有限公司、上海博納文化傳媒有限公司、北京影聯影業有限公司、中銘盛世（深圳）影業集團有限公司、高益創新投資公共有限公司,83,73,3681196.0000,16292,2291806.0000,1988523.0000
1130,香港,救殭清道夫,2017/03/17,滿滿額創作香港有限公司、星藝有限公司、無限動力實業有限公司、寰亞影視發行(香港)有限公司,44,39,3358099.0000,15804,2491909.0000,2290309.0000
1131,香港,射鵰英雄傳之東成西就(數位粵語版),2009/01/23,春光映畫(Block 2 Pictures Inc.)、學者股份有限公司,46,35,3356175.0000,13875,2049311.0000,2158431.0000
1132,香港,死因無可疑,2020/07/03,英皇影業有限公司,53,97,3317387.0000,15050,1930280.0000,2156065.0000
1133,香港,低壓槽,2018/05/04,(香港)天下一電影製作有限公司、(大陸)上海博納文化傳媒有限公司、(大陸)耳東影業（北京）有限公司、(大陸)北京壹尺文化傳媒有限公司、(大陸)喀什嘉映文化傳媒有限公司、(香港)燃燒映畫、(大陸)廣州鋮澤投資管理有限公司、 (香港)聯聯看娛樂文化有限公司、(香港)品今天下影視有限公司、(香港)星火製作有限公司,61,48,3302137.0000,15033,2892304.0000,2427682.0000
1134,香港,淪落人,2019/04/19,Golden Scene Company Limited,30,77,3210600.0000,15288,1561839.0000,1983780.0000
1135,香港,春光乍洩,1997/06/07,春光電影發行有限公司,21,69,3207747.0000,12744,1575126.0000,1607500.0000
1136,香港,滾滾紅塵(數位修復版),1990/12/08,湯臣(香港)電影有限公司,25,40,3124312.0000,14175,1763129.0000,1904182.0000
1137,香港,重慶森林 4K數位修復版,2022/04/22,Jet Tone Films Limited,22,75,3123202.0000,11750,1315488.0000,1842778.0000
1138,香港,年少日記,2023/12/08,MM2 STUDIOS HONG KONG  LTD,33,115,2924237.0000,12270,761431.0000,1587949.0000
1139,香港,催眠 . 裁決,2019/11/15,大河影業揚州有限公司、完美威秀娛樂（香港）有限公司、美亞電影製作有限公司、星門娛樂有限公司、耳東影業(北京)有限公司、北京太平盛世文化傳播股份有限公司、北京盛世影隆文化傳播有限公司、北京潤德澤鑫投資基金管理有限公司 、中映華夏（北京）文化傳媒有限公司   ,50,53,2795664.0000,12241,2201900.0000,1736949.0000
1140,香港,墮落天使  4K數位修復版,2021/02/19,Jet Tone Productions Ltd.,17,69,2735453.0000,11236,1209879.0000,1495684.0000
1141,香港,P風暴,2019/05/10,東方影業出品有限公司,40,62,2545930.0000,13087,1887149.0000,1689345.0000
1142,香港,真・三國無雙,2021/04/29,廣東昇格傳媒股份有限公司、北京拉近影業有限公司、霍爾果斯新益影視文化傳播有限公司、耳東影業(北京)有限公司、太陽娛樂文化有限公司、北京新益影視文化傳播有限公司、中國星電影有限公司、得舍影視(上海)有限公司、影力量娛樂有限公司,41,20,2424328.0000,10521,1965827.0000,1538544.0000
1143,香港,別叫我”賭神”,2023/06/21,銀都機構有限公司,步登高影像有限公司,博納影視娛樂有限公司,北京博納影業集團有限公司,阿里巴巴影業(北京)有限公司,上海博納文化傳媒有限公司,38
1144,香港,一念無明,2017/04/07,高先電影有限公司,11,38,2274634.0000,9996,879149.0000,1408389.0000
1145,香港,賞金獵人,2016/08/05,天馬電影出品(香港)有限公司、UNION INVESTMENT PARTNERS、上海鳴藝文化傳媒有限公司、欣億(上海)文化傳媒有限公司、空中銀河（韓國）文化傳媒有限公司、STARHAUS ENTERTAINMENT、上海花花草草影視文化傳媒有限公司、廣廈傳媒有限公司、廣州弘光電影投資合夥企業,16,83,2263975.0000,10513,1563855.0000,1468865.0000
1146,香港,十年,2016/08/05,GOLDEN SCENE COMPANY LIMITED、十年電影工作室有限公司,7,29,2081595.0000,9648,1036915.0000,1230835.0000
1147,香港,七月返歸,2024/02/07,滿滿額創作香港有限公司、香港電影發展基金,52,36,2078602.0000,8216,1251212.0000,684947.0000
1148,香港,合約男女(數位2D版),2017/02/17,博納影視娛樂有限公司、博納影業集團有限公司、北京木星時代文化傳媒有限公司、太陽娛樂文化有限公司,30,35,2006054.0000,8920,1582169.0000,1234709.0000
1149,香港,斷網,2023/03/08,廣東昇格傳媒服份有限公司、寰亞電影發行（北京）有限公司、浙江聯瑞木馬文化傳媒有限公司、銀都機構有限公司、無限動力實業有限公司、浙江橫店影業有限公司、上海影爵文化傳媒有限公司、廣東一晟影業投資有限公司、珠海市橫琴星匯影院經營管理有限公司、深圳市浩志文化傳媒有限公司、深圳廣電影視股份有限公司、深圳市中影南方電影新幹線有限公司、廈門昇格鑫映影視文化傳媒有限公司、北京微夢創科網絡技術有限公司、帆娛文化（上海）有限公司、海南國梵影視文化傳播有限公司、北京人間指南影業有限公司、深圳瀾瓊影視文化傳媒有限公司、北京大美寰宇影業有限公司、北京林夕影業有限公司、北京樂桃傳媒有限公司、銀都機構（廣州）影視文化有限公司,69,71,1903566.0000,8291,1464477.0000,1211070.0000
1150,香港,阿飛正傳,1990/12/22,(英屬維京群島)EAST ASIA FILMS DISTRIBUTION LIMITED、(香港)ESUN.COM LIMITED,15,95,1868433.0000,8075,936700.0000,1104431.0000
1151,香港,狂獸,2017/12/08,(香港) 太陽娛樂文化有限公司 、(大陸) 愛奇藝影業(北京)有限公司 、(大陸) 春秋永樂影視文化投資(北京)有限公司 、(香港) 銀都機構有限公司 、(大陸) 中迪禾邦影視傳媒有限公司 、(大陸) 世紀長龍影視有限公司 、(大陸) 重慶嘉裕環球影業有限公司 、(大陸) 中殷傳媒(北京)有限公司 、(大陸) 上海博納文化傳媒有限公司,55,27,1845879.0000,8360,1601094.0000,1291224.0000
1152,香港,歐洲攻略,2018/09/28,（英屬維京群島）春光映画(BLOCK 2 PICTURES INC.)、（英屬維京群島）見天地電影工作室有限公司(MASTER CHINA FILMS LTD.)、（大陸）上海銀潤傳媒廣告有限公司、（大陸）西藏恆信天地影視有限公司、（大陸）浙江天意影視有限公司、（香港）美亞電影製作有限公司,59,62,1792877.0000,8960,1522202.0000,1323742.0000
1153,香港,2046 4K數位修復版,2022/11/14,Block 2 Distribution Ltd. 春光電影發行有限公司、Block 2 Pictures Inc. 春光映画、PARADIS FILMS、ORLY FILMS 、CLASSIC SRL、上海電影集團公司,21,37,1675709.0000,6594,838063.0000,971088.0000
1154,香港,S風暴 ,2016/09/30,天馬電影出品(香港)有限公司、上海鳴藝文化傳媒有限公司、上海家喜文化傳播有限公司,22,21,1639627.0000,7205,1432297.0000,1104490.0000
1155,香港,三十ㄦ立,2017/09/18,藝行者有限公司,7,48,1552180.0000,6599,1092417.0000,914915.0000
1156,香港,犯罪現場,2019/11/01,意馬國際控股有限公司、紅中影業有限公司、廣東類行星文化科技有限公司、廣東天影國際影業有限公司、北京聚融優合技術有限公司、中影寰亞音像製品有限公司、浙江橫店影業有限公司、天津貓眼微影文化傳媒有限公司、聯瑞（上海）影業有限公司、太陽娛樂文化有限公司、廣東世紀海岸影業有限公司、寰亞電影製作有限公司、天下一電影製作有限公司、大名娛樂有限公司、上海淘票票影視文化有限公司,38,20,1527769.0000,6810,1406475.0000,997339.0000
1157,香港,怨泊,2024/08/02,852 FILMS,55,24,1514225.0000,5939,1110081.0000,982868.0000
1158,香港,九龍不敗,2019/06/25,天馬電影出品(香港)有限公司、天馬影聯影視文化(北京)有限公司、大名娛樂有限公司,38,61,1509112.0000,7607,1179827.0000,1027737.0000
1159,香港,毒舌大狀,2023/02/17,安樂影片有限公司、萬誘引力乙有限公司、阿里巴巴影業娛樂傳媒有限公司、香港電影發展基金,41,88,1450228.0000,6208,644540.0000,848959.0000
1160,香港,常在你左右,2017/11/17,(香港)China 3D Digital Entertainment Limited、(香港)銀都機構有限公司、(香港)太陽娛樂文化有限公司、(大陸)耳東影業(天津)有限公司、(香港)夢想沙龍娛樂文化有限公司、(大陸)浙江東陽昇格影視傳媒有限公司、(香港)非凡娛樂製作有限公司、(香港)星河國際娛樂有限公司、(大陸)捷成世紀文化產業集團有限公司、(大陸)廣州立興文化傳媒有限公司、(大陸)寰宇縱橫世紀電影發行(北京)有限公司、(大陸)霍爾果斯諾心文化傳媒有限公司,31,21,1376639.0000,6133,1249689.0000,838289.0000
1161,香港,明月幾時有(數位2D版),2017/07/07,(香港)博納影視娛樂有限公司(BONA ENTERTAINMENT CO.  LTD.)、(大陸)上海博納文化傳媒有限公司、(大陸)上海騰訊企鵝影視文化傳媒有限公司、(大陸)一壹傳媒集團有限公司、(大陸)上海東方娛樂傳媒集團有限公司,17,21,1287576.0000,5789,1015170.0000,782151.0000
1162,香港,智齒,2022/12/23,太陽娛樂文化有限公司,61,44,1272253.0000,5560,886862.0000,765082.0000
1163,香港,機器之血,2018/01/12,完美威秀娛樂（香港）有限公司、百藝（香港）有限公司、優酷電影（香港）有限公司、(大陸)合一影業有限公司、(大陸)萬達影視傳媒有限公司、 (大陸)捷成世紀文化產業集團有限公司、(大陸)北京啟迪傳奇影視傳媒有限公司、(大陸)大地時代文化傳播（北京）有限公司、(大陸)小米影業有限責任公司、(大陸)天津五八同城影視文化有限公司、(大陸)北京橙樂新娛文化傳媒有限公司、(大陸)珠海普羅文化傳媒有限公司、 (大陸)湖南芒果娛樂有限公司、(大陸)天津楓海影業股份有限公司、(大陸)北京德睿嘉娛文化傳媒有限公司、(大陸)霍爾果斯楓海影業有限公司、(大陸)熹嫄影視文化（上海）有限公司,30,35,1187667.0000,5929,1031407.0000,692402.0000
1164,香港,東邪西毒：終極版(數位粵語版),2020/06/19,春光映畫(Block 2 Pictures Inc.)、學者股份有限公司,28,32,1170794.0000,4940,600882.0000,651500.0000
1165,香港,再見了!小Q,2019/09/12,星皓影業(香港)有限公司,36,36,1138120.0000,5091,926298.0000,750250.0000
1166,香港,原諒他77次,2017/07/07,(香港)英皇影業有限公司、(大陸)星美影業有限公司,6,34,1128030.0000,4881,616815.0000,646495.0000
1167,香港,心理罪之城市之光,2018/01/12,(香港) 安樂影片有限公司 、(英屬開曼群島) 萬誘引力甲有限公司 、(中國大陸) 霍爾果斯青春光線影業有限公司 、(中國大陸) 上海電影（集團）有限公司 、(中國大陸) 安樂（北京）電影發行有限公司 、(中國大陸) 霍爾果斯橙子映像傳媒有限公司 、(中國大陸) 海寧月亮開花影視文化有限公司 、(中國大陸) 天津貓眼文化傳媒有限公司,40,29,1121421.0000,5212,930936.0000,747271.0000
1168,香港,胭脂扣,1987/12/05,FORTUNE STAR MEDIA LIMITED,18,42,1113265.0000,4856,482648.0000,599065.0000
1169,香港,飯戲攻心,2022/09/23,安樂影片有限公司、萬誘引力乙有限公司、天下一電影製作有限公司,33,51,1069383.0000,4301,520588.0000,633441.0000
1170,香港,少年,2022/04/08,1984工作室,25,50,1013175.0000,4627,491490.0000,606080.0000
1171,香港,金錢帝國：追虎擒龍,2021/09/24, 耳東影業(北京)有限公司、墨客行(北京)有限公司、天津貓眼微影文化傳媒有限公司、英皇影業有限公司、北京源上文化傳媒有限公司、上海中延文化傳媒有限公司、南京江山策影業有限公司、星王朝有限公司,66,55,987136.0000,4714,781799.0000,637071.0000
1172,香港,白晝如焚,2024/04/02,無限動力實業有限公司,69,46,982652.0000,3701,774865.0000,685198.0000
1173,香港,今晚打喪屍,2017/06/30,(香港)無限動力實業有限公司、(香港)太陽娛樂文化有限公司、(大陸)晟帝文化傳媒(北京)有限公司,38,15,966506.0000,4473,924951.0000,742591.0000
1174,香港,幻愛,2020/10/15,Golden Scene Company Limited、英爾有限公司,18,67,961553.0000,4208,415341.0000,481448.0000
1175,香港,武替道,2024/09/30,武替道電影製作有限公司,69,28,945853.0000,3739,763896.0000,633009.0000
1176,香港,G風暴,2020/01/30,東方影業出品有限公司,35,63,939296.0000,4577,639702.0000,574105.0000
1177,香港,熱血合唱團,2020/12/04,博納影視娛樂有限公司 	 、博納影業集團股份有限公司、上海博納文化傳媒有限公司、双喜電影發行(北京)有限公司、夢造者娛樂有限公司,52,52,878060.0000,4173,580465.0000,608282.0000
1178,香港,那年夏天你去了哪裏,2017/01/06,(香港)安樂影片有限公司、(香港)銀都機構有限公司、(大陸)天津唐人影視股份有限公司、(大陸)上海電影(集團)有限公司、(大陸)亞太未來影視(北京)有限公司、(大陸)安樂(北京)電影發行有限公司,20,21,853608.0000,3752,680594.0000,551148.0000
1179,香港,阮玲玉,1991/11/29,FORTUNE STAR MEDIA LIMITED,18,41,839190.0000,3448,361049.0000,470916.0000
1180,香港,恭喜八婆,2019/02/27,艾霹克影業有限公司,33,30,825390.0000,3883,721085.0000,399799.0000
1181,香港,金都,2020/05/08,金都電影製作有限公司My Prince Edward Film Production Limited,33,51,810226.0000,3684,456391.0000,488571.0000
1182,香港,命案,2023/06/26,MakerVille Company Limited,Noble Castle Asia Limited,29,27,805950.0000,3384,678192.0000
1183,香港,非分熟女,2019/05/24,英皇影業有限公司,31,36,795010.0000,3831,614565.0000,498135.0000
1184,香港,天若有情,1990/07/19,East Asia Films Distribution Limited、eSun.com Limited,30,27,714519.0000,3108,576390.0000,477222.0000
1185,香港,翠絲,2018/11/16,天下一電影製作有限公司、品今天下影視有限公司、太陽娛樂文化有限公司、大名娛樂有限公司、框格音樂事務有限公司,16,21,659781.0000,2971,478682.0000,372616.0000
1186,香港,幸運是我,2016/10/28,英皇影業有限公司、無錫光合映畫影視文化有限公司,6,24,658503.0000,2975,201038.0000,505378.0000
1187,香港,無間行者之生死潛行,2020/11/27,寰宇娛樂有限公司、深圳豆角映像影視文化傳媒有限公司、寰宇縱橫世紀電影發行（北京）有限公司、寰宇影片發行有限公司,21,20,654333.0000,2897,558361.0000,409088.0000
1188,香港,洩密者們,2018/06/29,CHINA 3D DIGITAL ENTERTAINMENT LIMITED、星淘影業有限公司、(大陸)耳東影業(北京)有限公司、銀都機構有限公司、太陽娛樂電影有限公司、非凡娛樂製作有限公司、(大陸)天津中唯文化傳播有限公司、博威環球娛樂有限公司、框格音樂事務有限公司、(大陸)中迪禾邦影視傳媒有限公司、澳星國際娛樂(香港)有限公司、戛納(康城)環球中國電影展有限公司、艾德控股有限公司、泰潤集團有限公司,31,13,647633.0000,2922,646743.0000,435943.0000
1189,香港,叔．叔,2020/02/27,先響電影有限公司New Voice Film Productions Ltd,12,43,620666.0000,2799,379408.0000,357811.0000
1190,香港,三夫,2019/04/26,Nicetop Independent Limited,9,25,614819.0000,2827,397049.0000,332449.0000
1191,香港,正義迴廊,2022/12/30,美亞電影製作有限公司、一劇之本有限公司、香港電影發展基金,15,37,601371.0000,2434,327800.0000,287431.0000
1192,香港,同流合烏,2016/08/05,藝行者有限公司,7,27,576829.0000,2499,438702.0000,291634.0000
1193,香港,困獸,2023/11/03,善為影業有限公司、四川魔影影業有限公司、深圳瀾瓊影視文化傳媒有限公司、廣東虎虎生威影業有限公司、四川誠城影視文化傳播有限公司、武漢傳奇人影視藝術有限公司、廈門金逸傳媒有限公司、北京零刻度線影業有限公司、北京宇你影業有限公司、四川大路影業有限公司、廣州東來文化有限公司、福建自安然影業有限公司,31,72,574192.0000,2831,405353.0000,240477.0000
1194,香港,一路逆風,2017/01/20,HUMMINGBIRD MUSIC LTD.,3,3,567600.0000,1419,567600.0000,567600.0000
1195,香港,濁水漂流,2021/11/19,滿滿額創作香港有限公司、羚邦控股有限公司、宇鯉影業有限公司,14,30,535047.0000,2146,262996.0000,260612.0000
1196,香港,燈火闌珊,2023/04/14,燈火闌珊有限公司,28,34,529322.0000,2340,385202.0000,324439.0000
1197,香港,英雄本色,1986/08/08,FORTUNE STAR MEDIA LIMITED,19,36,527007.0000,2294,372836.0000,285036.0000
1198,香港,爆裂點,2024/01/11,英皇影業有限公司、上海博納影文化傳媒有限公司、華夏電影發行有限責任公司、華文映象（北京）影業有限公司、北京高興文化傳媒有限公司、博納影業集團股份有限公司、北京博納集團影業有限公司、上海梅龍鎮廣場環藝娛樂管理有限公司、博納影視娛樂有限公司,22,58,525736.0000,2563,411266.0000,283911.0000
1199,香港,暗殺風暴,2023/08/25,銀都機構有限公司、新聯華娛樂集團有限公司、廣東昇格傳媒股份有限公司、上海淘票票影視文化有限公司、北京新益影視文化傳播有限公司、愛奇藝影業（北京）有限公司、怡俊有限公司、北京無限自在文化傳媒股份有限公司、北京暢想新影影業有限公司、廣東國奧影業有限公司、駿和影業務（北京）有限公司、南京博遠影視傳媒有限公司、河南典潤文化傳媒有限公司、上海源納影業有限公司、杭州銀酷文化傳媒有限公司、夢想沙龍娛樂文化投資有限公司、江蘇六喜文化傳媒有限公司、雲南金彩視界影業股份有限公司,48,42,517213.0000,2481,431642.0000,296679.0000
1200,香港,闔家辣,2022/07/22,金銀島製作有限公司、天下一電影製作有限公司、寰亞電影製作有限公司、香港電影發展基金,26,46,504321.0000,2171,319867.0000,305242.0000
1201,香港,飯戲攻心2,2024/02/28,安樂影片有限公司、天下一電影製作有限公司、無錫加雄影業有限公司、萬誘引力乙有限公司、上海淘票票影視文化有限公司、安樂（北京）電影發行有限公司,44,26,503861.0000,2142,354819.0000,141723.0000
1202,香港,三人行,2016/07/22,寰亞電影製作有限公司、中影寰亞音像製品有限公司、愛奇藝影業（北京）有限公司、北京海潤影業有限公司、浙江藝能傳媒股份有限公司、北京百度網訊科技有限公司、上海格瓦商務信息諮詢有限公司、深圳電影製片廠有限公司、無錫靈動力量文化傳媒有限公司、寰亞電影發行（北京）有限公司,9,25,500300.0000,2256,350340.0000,310435.0000
1203,香港,白日青春,2023/03/31,PETRA Films Pte Ltd ,21,42,493647.0000,2216,295078.0000,262226.0000
1204,香港,霸王別姬(數位修復版),1993/12/10,湯臣(香港)電影有限公司,19,37,492984.0000,2100,326352.0000,254637.0000
1205,香港,樹大招風,2016/07/22,寰亞電影製作有限公司、北京海潤影業有限公司,11,59,483895.0000,2382,248725.0000,306030.0000
1206,香港,沖天火(數位2D版),2016/11/25,香港  天邦發展有限公司、大陸  和力辰光國際文化傳媒（北京）股份有限公司、大陸  東陽華錄百納影視有限公司、大陸  天津貓眼文化傳媒有限公司、大陸  歡瑞世紀影視傳媒股份有限公司,21,28,478755.0000,2298,410520.0000,304980.0000
1207,香港,29+1,2017/07/07,華映娛樂,8,43,467995.0000,2179,271025.0000,287550.0000
1208,香港,媽的星寵兒,2022/09/02,英皇影業有限公司 、 英皇娛樂(香港)有限公司 、 香港電影發展基金 ,16,63,456510.0000,1906,310426.0000,275269.0000
1209,香港,聖荷西謀殺案,2020/10/30,英皇影業有限公司、耳東文化(北京)有限公司、北京佟悅名新文化傳媒有限公司,25,36,434306.0000,2278,333217.0000,288681.0000
1210,香港,白日之下,2023/11/17,天下一電影發行有限公司,12,37,404499.0000,1648,223551.0000,188571.0000
1211,香港,填詞L,2024/03/29,鬆鬆影視有限公司,39,24,387930.0000,1625,201290.0000,173781.0000
1212,香港,好好拍電影,2021/01/15,A.M. ASSOCIATES LIMITED,13,34,381640.0000,1743,188775.0000,188995.0000
1213,香港,七人樂隊,2022/07/22,寰亞電影製作有限公司、中影寰亞音像製品有限公司、星光聯盟影業無錫有限公司、8028控股有限公司、北京真之影文化傳媒有限公司,24,44,369674.0000,1641,231097.0000,178769.0000
1214,香港,憂鬱之島,2022/11/20,憂鬱之島製作有限公司,15,22,363843.0000,1649,268898.0000,239578.0000
1215,香港,逃獄兄弟,2020/12/11,東方影業出品有限公司、本地製作有限公司,21,17,358981.0000,1627,321426.0000,228361.0000
1216,香港,夜半歌聲(數位修復版),1995/06/23,綺年電影有限公司,28,20,342541.0000,1547,273747.0000,225538.0000
1217,香港,G殺事件,2019/03/29,勢探電影有限公司,20,14,326038.0000,1438,286583.0000,225683.0000
1218,香港,不是你不愛你,2024/03/14,寰亞電影製作有限公司,50,34,325716.0000,1448,269453.0000,179507.0000
1219,香港,特工爺爺,2016/04/01,安樂影片有限公司、好朋友娛樂有限公司、映藝娛樂有限公司、萬誘引力甲有限公司、北京數字印象文化傳播有限公司、上海騰訊企鵝影業文化傳播有限公司、安樂(北京)電影發行有限公司,8,36,316870.0000,3435,89360.0000,185870.0000
1220,香港,邊緣行者,2022/05/06,愛奇藝影業(北京)有限公司、愛奇藝電影集團香港有限公司、北京風和向日葵影業有限公司、廈門恒業影業有限公司、大足國際文化傳媒有限公司,26,27,303724.0000,1288,243873.0000,184753.0000
1221,香港,白髮魔女傳(數位修復版),1993/08/26,綺年電影有限公司,31,21,298869.0000,1320,224691.0000,180999.0000
1222,香港,秋天的童話,1987/07/03,FORTUNE STAR MEDIA LIMITED,12,27,287028.0000,1226,182146.0000,158283.0000
1223,香港,繼園臺七號,2022/09/21,花生映社有限公司,8,24,267662.0000,920,106680.0000,146982.0000
1224,香港,終極勝利,2016/06/17,領創意動有限公司,11,27,263034.0000,1232,199959.0000,167849.0000
1225,香港,窄路微塵,2023/04/28,MM2 STUDIOS HONG KONG LIMITED、埋位製作有限公司,13,32,256711.0000,1083,159184.0000,125091.0000
1226,香港,不日成婚,2021/04/23,英皇影業有限公司、天下一電影製作有限公司,20,14,247793.0000,1090,215603.0000,175314.0000
1227,香港,詩,2024/03/22,GOLDEN SCENE COMPANY LIMITED,16,30,237464.0000,977,170379.0000,70898.0000
1228,香港,手捲煙,2021/07/22,安樂影片有限公司,15,58,226673.0000,1384,113423.0000,113643.0000
1229,香港,骨妹,2017/07/07,天下一電影製作有限公司、品今天下影視有限公司,5,13,225765.0000,1027,190055.0000,169695.0000
1230,香港,屍房菜,2023/04/06,藝行者有限公司,1,6,197000.0000,788,197000.0000,84000.0000
1231,香港,無間道,2022/12/30,寰亞電影,12,17,196996.0000,844,142246.0000,93556.0000
1232,香港,流水落花,2023/03/17,流水落花製作有限公司,19,32,191342.0000,838,145337.0000,109949.0000
1233,香港,L.O.V.E. in F.R.A.M.E.S.,2019/03/22,EAS Music Limited、My Kan Wonderland Limited,2,3,188145.0000,639,188145.0000,188145.0000
1234,香港,西謊極落：太爆・太子・太空艙,2017/09/08,(香港)CHINA 3D DIGITAL ENTERTAINMENT LIMITED、(大陸)北京愛奇藝科技有限公司、(大陸)捷成世紀文化產業集團有限公司,7,14,185209.0000,844,165719.0000,154959.0000
1235,香港,感動她77次,2021/08/13,英皇影業有限公司、北京聚合影聯文化傳媒有限公司、英皇(北京)影視文化傳媒有限公司、凡魚傳媒（北京）有限公司、之升（上海）影業有限公司、東方美之（北京）影業有限公司、江蘇子禾供應鏈管理有限公司,19,20,181783.0000,779,161164.0000,125247.0000
1236,香港,笑林足球,2017/01/13,(香港)溥俊影視有限公司、(香港)萬力企業有限公司、(香港)三正動畫制作有限公司、(香港)喜鵲媒體有限公司、(大陸)溥俊影視(北京)有限公司、(大陸)上海小丹影視傳媒有限公司、(大陸)北京凱視芳華文化傳播有限公司、(大陸)北京優壹文化有限公司,2,9,166850.0000,758,165900.0000,73460.0000
1237,香港,魔宮魅影,2016/05/13,博納影業集團有限公司、杭州和潤影視有限公司、東陽弘景影視文化有限公司、博納影視娛樂有限公司,20,12,163760.0000,719,120240.0000,54360.0000
1238,香港,死屍死時四十四,2023/07/07,天下一電影製作有限公司,852 電影有限公司,Icon Group Limited  ,香港電影發展基金,Katch多優惠平台,28,15
1239,香港,鬼同你住,2021/10/01,Triple Capital Holdings Limited,28,18,159629.0000,705,142397.0000,90257.0000
1240,香港,緣路山旮旯,2023/01/06,GOLDEN SCENE COMPANY LIMITED、點對點製作有限公司、眾樂文化有限公司,13,18,152339.0000,651,134209.0000,106603.0000
1241,香港,十三門徒,2023/04/07,藝行者有限公司,1,5,140000.0000,560,140000.0000,84000.0000
1242,香港,源生罪,2024/01/26,宏寰文化傳播有限公司,35,21,138684.0000,595,122114.0000,84352.0000
1243,香港,獅子山上,2020/10/23,One Punch Company Limited,12,13,133375.0000,602,128610.0000,89210.0000
1244,香港,過時·過節,2022/12/22,Tales of Honey Limited,20,42,116629.0000,513,86689.0000,54979.0000
1245,香港,空手道,2018/01/05,天下一電影製作有限公司、香港電影制作有限公司、鳥羽製作有限公司、樂加資本(香港)有限公司、高先電影有限公司,6,14,108275.0000,495,100280.0000,50785.0000
1246,香港,無間道II,2022/12/30,寰亞電影、星霖電影私人有限公司、東方神龍影業有限公司,12,15,105453.0000,461,76604.0000,53518.0000
1247,香港,春嬌與志明,2012/05/04,(香港)寰亞電影有限公司、(大陸)中影寰亞音像製品有限公司,5,6,101224.0000,481,101224.0000,76594.0000
1248,香港,美少年之戀,2022/09/23,花生映社有限公司,7,19,100712.0000,418,53815.0000,55277.0000
1249,香港,反貪風暴之加密危機,2024/03/08,東方影業出品有限公司,10,28,86327.0000,374,71209.0000,54427.0000
1250,香港,無間道III：終極無間,2022/12/30,寰亞電影、天津電影製片廠,12,15,85154.0000,381,58520.0000,41978.0000
1251,香港,春光乍洩  4K數位修復版,2024/01/13,春光映畫 (BLOCK 2 PICTURES INC.)、株瑞祐映畫社製作、PRENOM H. Co.  Ltd.,2,3,82595.0000,335,82595.0000,58730.0000
1252,香港,喜歡妳是妳,2022/07/15,美亞電影製作有限公司、夢想沙龍娛樂文化有限公司,10,19,82398.0000,354,69450.0000,53174.0000
1253,香港,一路瞳行,2022/09/08,東方影業出品有限公司、本地製作有限公司、香港電影發展基金,10,16,80202.0000,361,49042.0000,44815.0000
1254,香港,紅玫瑰白玫瑰,2019/05/26,香港第一發行有限公司,1,2,77035.0000,348,77035.0000,38570.0000
1255,香港,投奔怒海,2023/03/03,青鳥電影製片有限公司,12,16,70877.0000,322,59795.0000,34721.0000
1256,香港,失衡凶間,2022/10/07,寰亞電影製作有限公司、悅目映畫有限公司,11,14,69773.0000,302,54180.0000,44411.0000
1257,香港,玫瑰的故事,2022/09/23,花生映社有限公司,6,14,67090.0000,291,43433.0000,39133.0000
1258,香港,點五步,2016/11/04,GOLDEN SCENE COMPANY LIMITED(高先電影有限公司)CREATEHK、電影發展基金,5,21,65415.0000,307,54680.0000,48130.0000
1259,香港,導火新聞線,2016/11/25,中國3D數碼娛樂有限公司、春秋永樂影視文化投資(北京)有限公司、捷成世紀文化產業集團有限公司、北京源石影視文化有限公司、愛奇藝影業(北京)有限公司,1,10,60180.0000,269,58270.0000,19640.0000
1260,香港,女人心,2019/05/24,Celestial Filmed Entertainment Limited 天映影視娛樂有限公司,1,2,50350.0000,240,50350.0000,50350.0000
1261,香港,地下情,2019/05/26,Star China Media Limited  星空華文傳媒電影有限公司,1,2,49715.0000,233,49715.0000,49715.0000
1262,香港,來世還作人,2024/05/24,鳥瞰製作有限公司,1,8,48795.0000,231,45160.0000,43655.0000
1263,香港,流金歲月,2022/09/23,花生映社有限公司、中央電影事業股份有限公司,6,4,48220.0000,209,48220.0000,48220.0000
1264,香港,古宅,2019/01/25,東方影業出品有限公司,9,11,47695.0000,208,41755.0000,30940.0000
1265,香港,心裏美,2022/09/30,心裏美電影有限公司、偉新教育基金有限公司,18,19,46582.0000,210,39533.0000,21536.0000
1266,香港,釀魂,2023/10/27,宏寰文化傳播、羚邦集團有限公司,3,21,46092.0000,175,34129.0000,32184.0000
1267,香港,愛在他鄉的季節,2022/03/05,Fortune Star Media Limited,1,3,44020.0000,225,44020.0000,28380.0000
1268,香港,4拍4家族,2023/11/03,天下一電影製作有限公司、無限動力實業有限公司、一毛製作有限公司、本地製作有限公司,27,14,43595.0000,193,38875.0000,18190.0000
1269,香港,搶紅,2018/01/26,(香港)百仕活影視製作有限公司、(香港)寰亞電影製作有限公司、(大陸)寰亞電影發行(北京)有限公司、(大陸)北京快樂新升文化傳播有限公司,1,7,39760.0000,175,39760.0000,35910.0000
